ID	Gene Name	Species	BBID	BIOCARTA	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DISEASE	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
NTNG2	netrin G2(NTNG2)	Homo sapiens			GO:0007409~axonogenesis,GO:0009887~animal organ morphogenesis,GO:0009888~tissue development,GO:0010975~regulation of neuron projection development,GO:0016477~cell migration,GO:0034446~substrate adhesion-dependent cell spreading,GO:0050804~modulation of synaptic transmission,GO:0070831~basement membrane assembly,GO:0099560~synaptic membrane adhesion,GO:1905606~regulation of presynapse assembly,GO:2001222~regulation of neuron migration,	GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0030424~axon,GO:0043256~laminin complex,GO:0045171~intercellular bridge,GO:0046658~anchored component of plasma membrane,GO:0048787~presynaptic active zone membrane,GO:0090543~Flemming body,GO:0098552~side of membrane,GO:0098685~Schaffer collateral - CA1 synapse,GO:0098978~glutamatergic synapse,GO:0099029~anchored component of presynaptic active zone membrane,	GO:0005515~protein binding,	IPR000742:Epidermal growth factor-like domain,IPR002049:EGF-like, laminin,IPR008211:Laminin, N-terminal,	hsa04360:Axon guidance,hsa04514:Cell adhesion molecules,	618718~Neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia,		SM00136:LamNT,SM00180:EGF_Lam,SM00181:EGF,	KW-0221~Differentiation,KW-0524~Neurogenesis,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0225~Disease variant,KW-0991~Intellectual disability,KW-1268~Autism spectrum disorder,	KW-0424~Laminin EGF-like domain,KW-0677~Repeat,KW-0732~Signal,		KW-0217~Developmental protein,KW-9996~Developmental protein,	KW-0325~Glycoprotein,KW-0336~GPI-anchor,KW-0449~Lipoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Laminin EGF-like 1,DOMAIN:Laminin EGF-like 2,DOMAIN:Laminin EGF-like 3,DOMAIN:Laminin N-terminal,LIPID:GPI-anchor amidated glycine,PROPEP:Removed in mature form,REGION:NGL discriminant loop I,REGION:NGL discriminant loop II,REGION:NGL discriminant loop III,
NELL1	neural EGFL like 1(NELL1)	Homo sapiens			GO:0007399~nervous system development,GO:0010468~regulation of gene expression,GO:0030154~cell differentiation,GO:0030501~positive regulation of bone mineralization,GO:0033689~negative regulation of osteoblast proliferation,GO:0042177~negative regulation of protein catabolic process,GO:0045667~regulation of osteoblast differentiation,GO:0045669~positive regulation of osteoblast differentiation,GO:0045778~positive regulation of ossification,GO:1903363~negative regulation of cellular protein catabolic process,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005635~nuclear envelope,GO:0005737~cytoplasm,GO:0048471~perinuclear region of cytoplasm,	GO:0005080~protein kinase C binding,GO:0005509~calcium ion binding,GO:0005515~protein binding,GO:0008201~heparin binding,GO:0016301~kinase activity,	IPR000152:EGF-type aspartate/asparagine hydroxylation site,IPR000742:Epidermal growth factor-like domain,IPR001007:von Willebrand factor, type C,IPR001791:Laminin G domain,IPR001881:EGF-like calcium-binding,IPR009030:Insulin-like growth factor binding protein, N-terminal,IPR013320:Concanavalin A-like lectin/glucanase, subgroup,IPR018097:EGF-like calcium-binding, conserved site,IPR024731:EGF domain, merozoite surface protein 1-like,				SM00179:EGF_CA,SM00181:EGF,SM00210:TSPN,SM00214:VWC,SM00215:VWC_out,SM00282:LamG,	KW-0221~Differentiation,	KW-0539~Nucleus,KW-0963~Cytoplasm,KW-0964~Secreted,		KW-0245~EGF-like domain,KW-0677~Repeat,KW-0732~Signal,	KW-0106~Calcium,	KW-0418~Kinase,KW-0808~Transferase,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:EGF-like,DOMAIN:EGF-like 1; calcium-binding,DOMAIN:EGF-like 2; calcium-binding,DOMAIN:EGF-like 3,DOMAIN:EGF-like 4; calcium-binding,DOMAIN:EGF-like 5; calcium-binding,DOMAIN:Laminin G-like,DOMAIN:VWFC,DOMAIN:VWFC 1,DOMAIN:VWFC 2,
NRN1	neuritin 1(NRN1)	Homo sapiens			GO:0007399~nervous system development,GO:1990138~neuron projection extension,	GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0045202~synapse,GO:0046658~anchored component of plasma membrane,GO:0098552~side of membrane,		IPR026144:Neuritin family,						KW-0472~Membrane,KW-0770~Synapse,KW-1003~Cell membrane,		KW-0732~Signal,			KW-0325~Glycoprotein,KW-0336~GPI-anchor,KW-0449~Lipoprotein,	COMPBIAS:Polar residues,LIPID:GPI-anchor amidated glycine,PROPEP:Removed in mature form,REGION:Disordered,
NEFH	neurofilament heavy chain(NEFH)	Homo sapiens			GO:0000226~microtubule cytoskeleton organization,GO:0007409~axonogenesis,GO:0030031~cell projection assembly,GO:0033693~neurofilament bundle assembly,GO:0045110~intermediate filament bundle assembly,GO:0048936~peripheral nervous system neuron axonogenesis,GO:0060052~neurofilament cytoskeleton organization,GO:0061564~axon development,GO:1902513~regulation of organelle transport along microtubule,GO:1990830~cellular response to leukemia inhibitory factor,	GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0005883~neurofilament,GO:0014069~postsynaptic density,GO:0030424~axon,GO:0097418~neurofibrillary tangle,GO:0098685~Schaffer collateral - CA1 synapse,	GO:0005200~structural constituent of cytoskeleton,GO:0005515~protein binding,GO:0008017~microtubule binding,GO:0019894~kinesin binding,GO:0019901~protein kinase binding,GO:0030674~protein binding, bridging,GO:0070840~dynein complex binding,	IPR010790:Protein of unknown function DUF1388,IPR018039:Intermediate filament protein, conserved site,	hsa05014:Amyotrophic lateral sclerosis,hsa05022:Pathways of neurodegeneration - multiple diseases,	105400~Amyotrophic lateral sclerosis, susceptibility to,616924~Charcot-Marie-Tooth disease, axonal, type 2CC,		SM01391:SM01391,		KW-0206~Cytoskeleton,KW-0403~Intermediate filament,KW-0963~Cytoplasm,KW-0966~Cell projection,	KW-0036~Amyotrophic lateral sclerosis,KW-0144~Charcot-Marie-Tooth disease,KW-0225~Disease variant,KW-0523~Neurodegeneration,KW-0622~Neuropathy,	KW-0175~Coiled coil,KW-0677~Repeat,			KW-0597~Phosphoprotein,	COMPBIAS:Acidic residues,COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,DOMAIN:IF rod,REGION:30 X 6 AA repeats of K-S-P-[AEPV]-[EAK]-[AEVK],REGION:Coil 1A,REGION:Coil 1B,REGION:Coil 2A,REGION:Coil 2B,REGION:Disordered,REGION:Head,REGION:Linker 1,REGION:Linker 12,REGION:Linker 2,REGION:Tail,REPEAT:1,REPEAT:10,REPEAT:11,REPEAT:12,REPEAT:13,REPEAT:14,REPEAT:15,REPEAT:16,REPEAT:17,REPEAT:18,REPEAT:19,REPEAT:2,REPEAT:20,REPEAT:21,REPEAT:22,REPEAT:23,REPEAT:24,REPEAT:25,REPEAT:26,REPEAT:27,REPEAT:28,REPEAT:29,REPEAT:3,REPEAT:30,REPEAT:4,REPEAT:5,REPEAT:6,REPEAT:7,REPEAT:8,REPEAT:9,
NEFM	neurofilament medium chain(NEFM)	Homo sapiens			GO:0033693~neurofilament bundle assembly,	GO:0005737~cytoplasm,GO:0005882~intermediate filament,GO:0005883~neurofilament,GO:0030424~axon,GO:0045111~intermediate filament cytoskeleton,GO:0097418~neurofibrillary tangle,	GO:0005198~structural molecule activity,GO:0005200~structural constituent of cytoskeleton,GO:0005515~protein binding,GO:0008017~microtubule binding,	IPR002957:Keratin, type I,IPR006821:Intermediate filament head, DNA-binding domain,IPR018039:Intermediate filament protein, conserved site,	hsa05014:Amyotrophic lateral sclerosis,hsa05022:Pathways of neurodegeneration - multiple diseases,			SM01391:SM01391,		KW-0206~Cytoskeleton,KW-0403~Intermediate filament,KW-0963~Cytoplasm,KW-0966~Cell projection,		KW-0175~Coiled coil,KW-0677~Repeat,			KW-0007~Acetylation,KW-0325~Glycoprotein,KW-0488~Methylation,KW-0597~Phosphoprotein,	CARBOHYD:O-linked (GlcNAc) threonine,COMPBIAS:Acidic residues,COMPBIAS:Basic and acidic residues,DOMAIN:IF rod,REGION:6 X 13 AA approximate tandem repeats of K-S-P-V-[PS]-K-S-P-V-E-E-[KA]-[GAK],REGION:Coil 1A,REGION:Coil 1B,REGION:Coil 2A,REGION:Coil 2B,REGION:Disordered,REGION:Head,REGION:Linker 1,REGION:Linker 12,REGION:Linker 2,REGION:Tail,REPEAT:1,REPEAT:2,REPEAT:3,REPEAT:4,REPEAT:5,REPEAT:6,
NGB	neuroglobin(NGB)	Homo sapiens			GO:0001666~response to hypoxia,GO:0006915~apoptotic process,GO:0015671~oxygen transport,	GO:0005739~mitochondrion,GO:0005829~cytosol,GO:0043204~perikaryon,	GO:0005344~oxygen transporter activity,GO:0005515~protein binding,GO:0019825~oxygen binding,GO:0020037~heme binding,GO:0046872~metal ion binding,	IPR000971:Globin,IPR009050:Globin-like,IPR012292:Globin, structural domain,					KW-0053~Apoptosis,KW-0561~Oxygen transport,KW-0813~Transport,	KW-0496~Mitochondrion,KW-0963~Cytoplasm,			KW-0349~Heme,KW-0408~Iron,KW-0479~Metal-binding,		KW-0597~Phosphoprotein,KW-1015~Disulfide bond,	BINDING:distal binding residue,BINDING:proximal binding residue,DISULFID:Redox-active,DOMAIN:Globin family profile,REGION:Globin,
NEUROD1	neuronal differentiation 1(NEUROD1)	Homo sapiens			GO:0003326~pancreatic A cell fate commitment,GO:0003329~pancreatic PP cell fate commitment,GO:0006355~regulation of transcription, DNA-templated,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0006366~transcription from RNA polymerase II promoter,GO:0006913~nucleocytoplasmic transport,GO:0007259~JAK-STAT cascade,GO:0007263~nitric oxide mediated signal transduction,GO:0007423~sensory organ development,GO:0009410~response to xenobiotic stimulus,GO:0009749~response to glucose,GO:0009952~anterior/posterior pattern specification,GO:0021542~dentate gyrus development,GO:0021549~cerebellum development,GO:0022008~neurogenesis,GO:0023019~signal transduction involved in regulation of gene expression,GO:0030073~insulin secretion,GO:0030182~neuron differentiation,GO:0031018~endocrine pancreas development,GO:0035881~amacrine cell differentiation,GO:0035883~enteroendocrine cell differentiation,GO:0042593~glucose homeostasis,GO:0043065~positive regulation of apoptotic process,GO:0045597~positive regulation of cell differentiation,GO:0045666~positive regulation of neuron differentiation,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0046426~negative regulation of JAK-STAT cascade,GO:0048562~embryonic organ morphogenesis,GO:0048666~neuron development,GO:0048839~inner ear development,GO:0050796~regulation of insulin secretion,GO:0051091~positive regulation of sequence-specific DNA binding transcription factor activity,GO:0060730~regulation of intestinal epithelial structure maintenance,GO:0061564~axon development,GO:0071333~cellular response to glucose stimulus,GO:2000675~negative regulation of type B pancreatic cell apoptotic process,GO:2000679~positive regulation of transcription regulatory region DNA binding,	GO:0000785~chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0090575~RNA polymerase II transcription factor complex,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000981~RNA polymerase II transcription factor activity, sequence-specific DNA binding,GO:0001228~transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding,GO:0003677~DNA binding,GO:0003682~chromatin binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0043565~sequence-specific DNA binding,GO:0046982~protein heterodimerization activity,GO:0046983~protein dimerization activity,GO:0061629~RNA polymerase II sequence-specific DNA binding transcription factor binding,GO:0070888~E-box binding,GO:1990837~sequence-specific double-stranded DNA binding,	IPR011598:Myc-type, basic helix-loop-helix (bHLH) domain,IPR016637:Transcription factor, basic helix-loop-helix, NeuroD,IPR022575:Neurogenic differentiation factor, domain of unknown function,	hsa04950:Maturity onset diabetes of the young,	125853~Type 2 diabetes mellitus, susceptibility to,606394~Maturity-onset diabetes of the young 6,	PIRSF015618:basic helix-loop-helix transcription factor NeuroD,	SM00353:HLH,	KW-0221~Differentiation,KW-0524~Neurogenesis,KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0539~Nucleus,KW-0963~Cytoplasm,	KW-0219~Diabetes mellitus,KW-0225~Disease variant,			KW-0010~Activator,KW-0217~Developmental protein,KW-0238~DNA-binding,KW-9996~Developmental protein,	KW-0597~Phosphoprotein,	COMPBIAS:Acidic residues,COMPBIAS:Basic and acidic residues,DOMAIN:BHLH,DOMAIN:Neurogenic differentiation factor,DOMAIN:bHLH,MOTIF:Nuclear localization signal,REGION:Disordered,
NPTX2	neuronal pentraxin 2(NPTX2)	Homo sapiens			GO:0007268~chemical synaptic transmission,GO:0008306~associative learning,GO:0098962~regulation of postsynaptic neurotransmitter receptor activity,	GO:0005576~extracellular region,GO:0098978~glutamatergic synapse,	GO:0005515~protein binding,GO:0030246~carbohydrate binding,GO:0046872~metal ion binding,	IPR001759:Pentaxin,IPR013320:Concanavalin A-like lectin/glucanase, subgroup,				SM00159:PTX,		KW-0964~Secreted,		KW-0732~Signal,	KW-0106~Calcium,KW-0430~Lectin,KW-0479~Metal-binding,		KW-0325~Glycoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Pentraxin (PTX),
NPY	neuropeptide Y(NPY)	Homo sapiens			GO:0001878~response to yeast,GO:0002865~negative regulation of acute inflammatory response to antigenic stimulus,GO:0007187~G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger,GO:0007218~neuropeptide signaling pathway,GO:0007268~chemical synaptic transmission,GO:0007568~aging,GO:0007631~feeding behavior,GO:0008217~regulation of blood pressure,GO:0008284~positive regulation of cell proliferation,GO:0008343~adult feeding behavior,GO:0010811~positive regulation of cell-substrate adhesion,GO:0019731~antibacterial humoral response,GO:0019732~antifungal humoral response,GO:0021954~central nervous system neuron development,GO:0021987~cerebral cortex development,GO:0031175~neuron projection development,GO:0032100~positive regulation of appetite,GO:0032903~regulation of nerve growth factor production,GO:0042117~monocyte activation,GO:0045087~innate immune response,GO:0045776~negative regulation of blood pressure,GO:0045964~positive regulation of dopamine metabolic process,GO:0048572~short-day photoperiodism,GO:0050829~defense response to Gram-negative bacterium,GO:0050830~defense response to Gram-positive bacterium,GO:0050909~sensory perception of taste,GO:0060575~intestinal epithelial cell differentiation,GO:0061844~antimicrobial humoral immune response mediated by antimicrobial peptide,GO:0070374~positive regulation of ERK1 and ERK2 cascade,GO:0099538~synaptic signaling via neuropeptide,GO:1901215~negative regulation of neuron death,GO:1904000~positive regulation of eating behavior,GO:1904407~positive regulation of nitric oxide metabolic process,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005794~Golgi apparatus,GO:0043195~terminal bouton,GO:0043204~perikaryon,GO:0048471~perinuclear region of cytoplasm,GO:0098982~GABA-ergic synapse,GO:0098992~neuronal dense core vesicle,	GO:0001664~G-protein coupled receptor binding,GO:0004930~G-protein coupled receptor activity,GO:0005102~receptor binding,GO:0005179~hormone activity,GO:0005184~neuropeptide hormone activity,GO:0005246~calcium channel regulator activity,GO:0005515~protein binding,GO:0031841~neuropeptide Y receptor binding,	IPR001955:Pancreatic hormone-like,IPR020392:Pancreatic hormone-like, conserved site,	hsa04024:cAMP signaling pathway,hsa04080:Neuroactive ligand-receptor interaction,hsa04920:Adipocytokine signaling pathway,hsa04923:Regulation of lipolysis in adipocytes,hsa05034:Alcoholism,			SM00309:PAH,		KW-0964~Secreted,KW-0968~Cytoplasmic vesicle,		KW-0732~Signal,		KW-0527~Neuropeptide,	KW-0027~Amidation,KW-0165~Cleavage on pair of basic residues,KW-0597~Phosphoprotein,	PEPTIDE:C-flanking peptide of NPY,PEPTIDE:Neuropeptide Y,SITE:Cleavage; by FAP,
NTM	neurotrimin(NTM)	Homo sapiens			GO:0007155~cell adhesion,GO:0008038~neuron recognition,	GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0031225~anchored component of membrane,GO:0098552~side of membrane,	GO:0005515~protein binding,	IPR003598:Immunoglobulin subtype 2,IPR003599:Immunoglobulin subtype,IPR007110:Immunoglobulin-like domain,IPR013098:Immunoglobulin I-set,IPR013151:Immunoglobulin,IPR013783:Immunoglobulin-like fold,				SM00408:IGc2,SM00409:IG,	KW-0130~Cell adhesion,	KW-0472~Membrane,KW-1003~Cell membrane,		KW-0393~Immunoglobulin domain,KW-0677~Repeat,KW-0732~Signal,			KW-0325~Glycoprotein,KW-0336~GPI-anchor,KW-0449~Lipoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Ig-like,DOMAIN:Ig-like C2-type 1,DOMAIN:Ig-like C2-type 2,DOMAIN:Ig-like C2-type 3,LIPID:GPI-anchor amidated asparagine,PROPEP:Removed in mature form,REGION:Disordered,
NTF3	neurotrophin 3(NTF3)	Homo sapiens			GO:0002092~positive regulation of receptor internalization,GO:0007165~signal transduction,GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway,GO:0007267~cell-cell signaling,GO:0007399~nervous system development,GO:0007422~peripheral nervous system development,GO:0007613~memory,GO:0008284~positive regulation of cell proliferation,GO:0021675~nerve development,GO:0030335~positive regulation of cell migration,GO:0032148~activation of protein kinase B activity,GO:0033138~positive regulation of peptidyl-serine phosphorylation,GO:0038180~nerve growth factor signaling pathway,GO:0042981~regulation of apoptotic process,GO:0043406~positive regulation of MAP kinase activity,GO:0043524~negative regulation of neuron apoptotic process,GO:0045664~regulation of neuron differentiation,GO:0048812~neuron projection morphogenesis,GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation,GO:0050732~negative regulation of peptidyl-tyrosine phosphorylation,GO:0050804~modulation of synaptic transmission,GO:0050918~positive chemotaxis,GO:0050930~induction of positive chemotaxis,GO:0090630~activation of GTPase activity,GO:2000251~positive regulation of actin cytoskeleton reorganization,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0008021~synaptic vesicle,GO:0030424~axon,GO:0030425~dendrite,	GO:0005102~receptor binding,GO:0005163~nerve growth factor receptor binding,GO:0005515~protein binding,GO:0008083~growth factor activity,GO:0042056~chemoattractant activity,	IPR002072:Nerve growth factor-related,IPR015578:Neurotrophin-3,IPR019846:Nerve growth factor conserved site,IPR020408:Nerve growth factor-like,	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04722:Neurotrophin signaling pathway,		PIRSF001789:nerve growth factor, subunit beta,	SM00140:NGF,		KW-0964~Secreted,		KW-0732~Signal,		KW-0339~Growth factor,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,REGION:Disordered,
NRTN	neurturin(NRTN)	Homo sapiens			GO:0000165~MAPK cascade,GO:0001755~neural crest cell migration,GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway,GO:0007399~nervous system development,GO:0021675~nerve development,GO:0031175~neuron projection development,	GO:0005576~extracellular region,GO:0030424~axon,	GO:0005102~receptor binding,GO:0008083~growth factor activity,GO:0030116~glial cell-derived neurotrophic factor receptor binding,GO:0030971~receptor tyrosine kinase binding,	IPR001839:Transforming growth factor-beta, C-terminal,	hsa04010:MAPK signaling pathway,hsa04151:PI3K-Akt signaling pathway,					KW-0964~Secreted,	KW-0225~Disease variant,KW-0367~Hirschsprung disease,	KW-0732~Signal,		KW-0339~Growth factor,	KW-1015~Disulfide bond,	DISULFID:Interchain,REGION:Disordered,
